PurchaseOrderID,OrderDate,SupplierID,StoreID,ProductID,OrderedQuantity,ReceivedQuantity,UnitCost,ExpectedDeliveryDate,ActualDeliveryDate,Status
PO2025006610,2025-06-14,SUP047,STR041,PRD00673,152,152,1698.29,2025-06-21,2025-06-19,Completed
PO2025006611,2025-06-26,SUP004,STR028,PRD00910,151,151,1579.69,2025-07-07,2025-07-05,Completed
PO2025006612,2025-06-05,SUP024,STR036,PRD00403,290,290,138.22,2025-06-26,2025-06-25,Completed
PO2025006613,2025-05-02,SUP015,STR026,PRD00309,133,133,637.15,2025-05-07,2025-05-07,Completed
PO2025006614,2025-01-28,SUP006,STR010,PRD00401,174,174,628.4,2025-02-02,2025-02-02,Completed
PO2025006615,2025-06-22,SUP027,STR026,PRD00198,160,160,2976.38,2025-07-11,2025-07-12,Completed
PO2025006616,2025-03-27,SUP022,STR040,PRD00713,152,152,2937.76,2025-04-08,2025-04-14,Delayed
PO2025006617,2025-11-02,SUP007,STR033,PRD00354,92,92,649.66,2025-11-23,2025-11-21,Completed
PO2025006618,2025-07-11,SUP015,STR033,PRD00266,52,52,8085.89,2025-07-16,2025-07-14,Completed
PO2025006619,2025-09-01,SUP016,STR015,PRD00489,114,114,690.88,2025-09-16,2025-09-14,Completed
PO2025006620,2025-04-21,SUP058,STR024,PRD00047,30,30,17922.95,2025-05-05,2025-05-04,Completed
PO2025006621,2025-07-12,SUP037,STR036,PRD00492,391,391,362.04,2025-07-22,2025-07-20,Completed
PO2025006622,2025-08-13,SUP049,STR040,PRD00793,88,88,1405.41,2025-08-29,2025-09-07,Delayed
PO2025006623,2025-06-16,SUP052,STR019,PRD00793,88,88,1405.41,2025-06-23,2025-06-21,Completed
PO2025006624,2025-08-09,SUP012,STR028,PRD00132,39,39,17725.67,2025-08-20,2025-08-20,Completed
PO2025006625,2025-10-25,SUP003,STR026,PRD01087,31,31,3419.72,2025-11-13,2025-11-12,Completed
PO2025006626,2025-11-11,SUP031,STR038,PRD00512,212,212,115.8,2025-11-18,2025-11-18,Completed
PO2025006627,2025-04-24,SUP009,STR032,PRD01131,42,42,3425.53,2025-05-04,2025-05-04,Completed
PO2025006628,2025-08-20,SUP023,STR022,PRD00958,247,1235,191.73,2025-08-27,2025-08-27,Completed
PO2025006629,2025-08-04,SUP023,STR032,PRD00366,164,164,474.73,2025-08-11,2025-08-12,Completed
PO2025006630,2025-03-29,SUP017,STR002,PRD00776,160,160,684.76,2025-04-06,2025-04-04,Completed
PO2025006631,2025-02-27,SUP032,STR004,PRD00960,175,175,382.4,2025-03-09,2025-03-08,Completed
PO2025006632,2025-09-05,SUP029,STR032,PRD01100,44,44,4080.87,2025-09-23,2025-09-24,Completed
PO2025006633,2025-11-27,SUP011,STR030,PRD00669,117,0,1886.76,2025-12-13,,Cancelled
PO2025006634,2025-09-01,SUP010,STR037,PRD01088,131,131,1992.55,2025-09-08,2025-09-08,Completed
PO2025006635,2025-04-23,SUP020,STR001,PRD00945,142,142,550.24,2025-04-26,2025-04-24,Completed
PO2025006636,2025-04-26,SUP046,STR005,PRD00609,322,322,202.03,2025-05-11,2025-05-09,Completed
PO2025006637,2025-02-19,SUP022,STR017,PRD00060,64,64,10531.53,2025-03-03,2025-03-01,Completed
PO2025006638,2025-02-16,SUP024,STR029,PRD00432,176,176,647.04,2025-03-09,2025-03-10,Completed
PO2025006639,2025-01-11,SUP014,STR002,PRD00001,40,40,15337.08,2025-01-21,2025-01-20,Completed
PO2025006640,2025-03-27,SUP054,STR028,PRD00366,164,820,474.73,2025-04-02,2025-04-01,Completed
PO2025006641,2025-11-18,SUP060,STR037,PRD00241,41,41,5583.94,2025-12-04,2025-12-05,Completed
PO2025006642,2025-07-08,SUP049,STR016,PRD00067,139,139,2694.72,2025-07-24,2025-07-23,Completed
PO2025006643,2025-06-24,SUP037,STR029,PRD00845,88,88,1523.41,2025-07-04,2025-07-04,Completed
PO2025006644,2025-06-10,SUP004,STR009,PRD00070,44,44,11038.01,2025-06-21,2025-06-22,Completed
PO2025006645,2025-07-07,SUP030,STR041,PRD01000,209,209,345.87,2025-07-16,2025-07-16,Completed
PO2025006646,2025-01-28,SUP047,STR018,PRD00971,223,223,306.67,2025-02-04,2025-02-04,Completed
PO2025006647,2025-01-04,SUP040,STR024,PRD00259,95,95,1233.0,2025-01-17,2025-01-18,Completed
PO2025006648,2025-10-22,SUP012,STR032,PRD01042,207,207,94.69,2025-11-02,2025-11-01,Completed
PO2025006649,2025-08-23,SUP034,STR041,PRD00235,29,29,6683.62,2025-09-05,2025-09-05,Completed
PO2025006650,2025-11-12,SUP029,STR006,PRD00120,50,0,16305.22,2025-11-30,,Cancelled
PO2025006651,2025-06-04,SUP014,STR039,PRD00765,78,78,920.94,2025-06-14,2025-06-24,Delayed
PO2025006652,2025-06-06,SUP009,STR006,PRD00841,162,0,1338.26,2025-06-16,,Cancelled
PO2025006653,2025-02-24,SUP029,STR015,PRD00177,75,75,7398.07,2025-03-14,2025-03-14,Completed
PO2025006654,2025-10-22,SUP051,STR009,PRD00016,63,63,9433.57,2025-10-26,2025-10-25,Completed
PO2025006655,2025-05-16,SUP043,STR013,PRD00666,198,198,162.71,2025-06-05,2025-06-04,Completed
PO2025006656,2025-12-18,SUP013,STR032,PRD00979,172,0,37.43,2025-12-28,,In-Transit
PO2025006657,2025-08-30,SUP048,STR012,PRD00279,155,155,445.92,2025-09-12,2025-09-11,Completed
PO2025006658,2025-05-04,SUP001,STR039,PRD00105,40,40,7010.14,2025-05-10,2025-05-10,Completed
PO2025006659,2025-12-10,SUP058,STR008,PRD00531,297,297,182.2,2025-12-24,2026-01-04,Delayed
PO2025006660,2025-09-19,SUP020,STR012,PRD00234,109,109,2374.04,2025-09-22,2025-09-25,Delayed
PO2025006661,2025-12-16,SUP052,STR034,PRD00886,121,0,944.7,2025-12-23,,In-Transit
PO2025006662,2025-11-30,SUP014,STR039,PRD00415,270,270,286.19,2025-12-10,2025-12-11,Completed
PO2025006663,2025-12-10,SUP059,STR020,PRD01187,27,27,3354.99,2025-12-16,2025-12-16,Completed
PO2025006664,2025-04-10,SUP028,STR013,PRD00705,186,186,328.43,2025-04-20,2025-04-21,Completed
PO2025006665,2025-10-18,SUP023,STR017,PRD00533,121,121,662.06,2025-10-25,2025-10-26,Completed
PO2025006666,2025-09-12,SUP034,STR017,PRD01181,77,77,1282.83,2025-09-25,2025-10-07,Delayed
PO2025006667,2025-11-06,SUP022,STR028,PRD01088,131,131,1992.55,2025-11-18,2025-11-17,Completed
PO2025006668,2025-01-11,SUP038,STR035,PRD00914,146,146,2200.72,2025-01-22,2025-01-21,Completed
PO2025006669,2025-08-21,SUP059,STR025,PRD00200,122,122,1363.43,2025-08-27,2025-08-25,Completed
PO2025006670,2025-05-14,SUP053,STR032,PRD00060,64,64,10531.53,2025-05-23,2025-06-05,Delayed
PO2025006671,2025-02-09,SUP032,STR027,PRD01023,216,216,133.28,2025-02-19,2025-02-17,Completed
PO2025006672,2025-01-17,SUP029,STR038,PRD00853,160,160,1868.14,2025-02-04,2025-02-03,Completed
PO2025006673,2025-01-24,SUP010,STR025,PRD00775,166,166,1976.55,2025-01-31,2025-02-01,Completed
PO2025006674,2025-06-01,SUP019,STR007,PRD00860,160,160,417.51,2025-06-07,2025-06-07,Completed
PO2025006675,2025-08-05,SUP030,STR014,PRD00422,330,330,166.93,2025-08-14,2025-08-23,Delayed
PO2025006676,2025-04-09,SUP057,STR032,PRD01051,365,365,354.19,2025-04-15,2025-04-13,Completed
PO2025006677,2025-02-06,SUP002,STR041,PRD00408,111,111,782.92,2025-02-15,2025-02-14,Completed
PO2025006678,2025-10-06,SUP031,STR006,PRD00353,178,178,529.81,2025-10-13,2025-10-12,Completed
PO2025006679,2025-03-28,SUP032,STR040,PRD00877,163,163,1211.91,2025-04-07,2025-04-07,Completed
PO2025006680,2025-08-14,SUP024,STR028,PRD00412,198,198,454.75,2025-09-04,2025-09-17,Delayed
PO2025006681,2025-01-25,SUP050,STR020,PRD00652,377,377,137.0,2025-01-29,2025-01-29,Completed
PO2025006682,2025-05-11,SUP004,STR031,PRD00786,84,84,1533.49,2025-05-22,2025-05-23,Completed
PO2025006683,2025-08-25,SUP033,STR028,PRD00401,174,174,628.4,2025-08-31,2025-09-13,Delayed
PO2025006684,2025-11-28,SUP049,STR014,PRD00729,156,156,2557.72,2025-12-14,2025-12-14,Completed
PO2025006685,2025-09-01,SUP014,STR028,PRD00030,65,65,12589.59,2025-09-11,2025-09-09,Completed
PO2025006686,2025-04-01,SUP048,STR010,PRD00282,375,375,470.23,2025-04-14,2025-04-13,Completed
PO2025006687,2025-05-13,SUP003,STR019,PRD00148,59,59,4694.28,2025-06-01,2025-06-02,Completed
PO2025006688,2025-02-21,SUP034,STR002,PRD00338,175,175,688.23,2025-03-06,2025-03-07,Completed
PO2025006689,2025-07-24,SUP016,STR034,PRD00120,50,50,16305.22,2025-08-08,2025-08-07,Completed
PO2025006690,2025-07-11,SUP021,STR038,PRD00751,167,167,1940.36,2025-07-24,2025-07-24,Completed
PO2025006691,2025-02-02,SUP001,STR012,PRD00921,156,156,1833.94,2025-02-08,2025-02-09,Completed
PO2025006692,2025-08-22,SUP006,STR032,PRD00392,242,242,242.28,2025-08-27,2025-09-10,Delayed
PO2025006693,2025-03-30,SUP049,STR009,PRD00686,164,0,2113.83,2025-04-15,,Cancelled
PO2025006694,2025-07-06,SUP043,STR003,PRD00595,239,239,364.52,2025-07-26,2025-07-26,Completed
PO2025006695,2025-06-16,SUP055,STR011,PRD00150,167,167,897.46,2025-06-19,2025-06-20,Completed
PO2025006696,2025-02-22,SUP013,STR017,PRD00617,174,174,363.01,2025-03-04,2025-03-03,Completed
PO2025006697,2025-03-11,SUP057,STR023,PRD00230,35,35,7835.88,2025-03-17,2025-03-16,Completed
PO2025006698,2025-07-12,SUP035,STR021,PRD00468,171,171,148.32,2025-08-01,2025-08-08,Delayed
PO2025006699,2025-10-05,SUP007,STR031,PRD01130,148,148,1889.64,2025-10-26,2025-10-25,Completed
PO2025006700,2025-04-16,SUP029,STR012,PRD00314,370,370,372.41,2025-05-04,2025-05-05,Completed
PO2025006701,2025-04-30,SUP011,STR024,PRD01141,167,167,810.65,2025-05-16,2025-05-15,Completed
PO2025006702,2025-06-10,SUP010,STR013,PRD00444,386,386,285.96,2025-06-17,2025-06-15,Completed
PO2025006703,2025-01-12,SUP026,STR031,PRD00014,62,62,4586.64,2025-01-21,2025-01-21,Completed
PO2025006704,2025-01-15,SUP008,STR017,PRD00115,65,65,4176.17,2025-01-29,2025-01-27,Completed
PO2025006705,2025-05-22,SUP051,STR005,PRD01040,379,379,330.77,2025-05-26,2025-05-26,Completed
PO2025006706,2025-08-12,SUP013,STR028,PRD00853,160,160,1868.14,2025-08-22,2025-08-23,Completed
PO2025006707,2025-03-07,SUP040,STR017,PRD00771,180,900,1436.13,2025-03-20,,Cancelled
PO2025006708,2025-04-11,SUP026,STR016,PRD00305,128,128,615.3,2025-04-20,2025-04-20,Completed
PO2025006709,2025-11-19,SUP036,STR001,PRD00732,129,129,2648.51,2025-11-30,2025-11-30,Completed
PO2025006710,2025-01-08,SUP027,STR019,PRD00816,165,165,857.39,2025-01-27,2025-01-28,Completed
PO2025006711,2025-11-28,SUP012,STR025,PRD01136,36,36,4125.05,2025-12-09,2025-12-10,Completed
PO2025006712,2025-03-08,SUP005,STR030,PRD00866,90,90,622.37,2025-03-16,2025-03-15,Completed
PO2025006713,2025-05-24,SUP029,STR027,PRD00189,29,29,5554.64,2025-06-11,2025-06-09,Completed
PO2025006714,2025-12-01,SUP019,STR011,PRD00637,391,391,213.6,2025-12-07,2025-12-07,Completed
PO2025006715,2025-01-15,SUP059,STR015,PRD00541,301,301,405.57,2025-01-21,2025-01-20,Completed
PO2025006716,2025-03-28,SUP049,STR005,PRD01157,57,57,4265.41,2025-04-13,2025-04-24,Delayed
PO2025006717,2025-03-29,SUP047,STR007,PRD00855,123,123,1525.55,2025-04-05,2025-04-09,Delayed
PO2025006718,2025-11-14,SUP036,STR030,PRD00266,52,52,8085.89,2025-11-25,2025-11-23,Completed
PO2025006719,2025-07-23,SUP032,STR033,PRD00281,372,372,393.52,2025-08-02,2025-08-02,Completed
PO2025006720,2025-07-24,SUP043,STR036,PRD00904,90,90,1859.97,2025-08-13,2025-08-13,Completed
PO2025006721,2025-10-26,SUP021,STR017,PRD00029,55,55,16157.43,2025-11-08,2025-11-07,Completed
PO2025006722,2025-07-09,SUP029,STR026,PRD00449,308,308,199.14,2025-07-27,2025-07-26,Completed
PO2025006723,2025-07-01,SUP049,STR026,PRD00730,149,149,2580.93,2025-07-17,2025-07-16,Completed
PO2025006724,2025-12-26,SUP007,STR011,PRD00695,89,0,1276.46,2026-01-16,,In-Transit
PO2025006725,2025-12-09,SUP022,STR030,PRD00912,373,373,306.3,2025-12-21,2025-12-20,Completed
PO2025006726,2025-01-13,SUP041,STR017,PRD00077,53,53,12077.21,2025-01-28,2025-01-29,Completed
PO2025006727,2025-04-02,SUP056,STR002,PRD01172,143,143,578.06,2025-04-23,2025-04-26,Delayed
PO2025006728,2025-03-22,SUP013,STR016,PRD00507,365,365,215.35,2025-04-01,2025-04-02,Completed
PO2025006729,2025-12-26,SUP039,STR039,PRD00544,283,0,82.74,2026-01-10,,In-Transit
PO2025006730,2025-09-07,SUP041,STR003,PRD01119,71,71,4378.4,2025-09-22,2025-09-23,Completed
PO2025006731,2025-11-10,SUP038,STR019,PRD00093,43,43,9704.07,2025-11-21,2025-11-22,Completed
PO2025006732,2025-11-14,SUP004,STR038,PRD00274,398,0,425.76,2025-11-25,,Cancelled
PO2025006733,2025-01-24,SUP045,STR038,PRD00042,55,55,11939.67,2025-02-01,2025-02-01,Completed
PO2025006734,2025-09-01,SUP050,STR038,PRD00292,241,241,491.67,2025-09-05,2025-09-03,Completed
PO2025006735,2025-05-28,SUP048,STR031,PRD00051,55,55,13812.18,2025-06-10,2025-06-09,Completed
PO2025006736,2025-07-25,SUP056,STR007,PRD00936,158,158,620.53,2025-08-15,2025-08-18,Delayed
PO2025006737,2025-06-08,SUP039,STR019,PRD00818,87,87,1669.14,2025-06-23,2025-06-24,Completed
PO2025006738,2025-04-22,SUP012,STR021,PRD00494,153,0,682.73,2025-05-03,,Cancelled
PO2025006739,2025-02-02,SUP056,STR004,PRD00697,75,75,807.52,2025-02-23,2025-02-23,Completed
PO2025006740,2025-09-26,SUP025,STR023,PRD00338,175,175,688.23,2025-10-12,2025-10-11,Completed
PO2025006741,2025-01-08,SUP048,STR026,PRD01133,36,36,3765.02,2025-01-21,2025-01-21,Completed
PO2025006742,2025-06-22,SUP004,STR007,PRD00491,109,109,526.71,2025-07-03,2025-07-04,Completed
PO2025006743,2025-09-17,SUP043,STR026,PRD00155,79,79,1652.19,2025-10-07,2025-10-07,Completed
PO2025006744,2025-09-02,SUP017,STR026,PRD00311,154,0,578.34,2025-09-10,,Cancelled
PO2025006745,2025-04-17,SUP005,STR017,PRD01192,67,0,4065.98,2025-04-25,,Cancelled
PO2025006746,2025-09-05,SUP022,STR005,PRD00516,107,107,502.56,2025-09-17,2025-09-15,Completed
PO2025006747,2025-11-27,SUP058,STR006,PRD00627,389,389,403.71,2025-12-11,2025-12-10,Completed
PO2025006748,2025-03-06,SUP021,STR003,PRD00536,397,397,270.95,2025-03-19,2025-03-30,Delayed
PO2025006749,2025-10-14,SUP019,STR021,PRD01014,89,89,636.08,2025-10-20,2025-10-19,Completed
PO2025006750,2025-12-01,SUP009,STR037,PRD00435,75,75,584.17,2025-12-11,2025-12-09,Completed
PO2025006751,2025-11-19,SUP028,STR015,PRD00227,64,64,3567.65,2025-11-29,2025-12-07,Delayed
PO2025006752,2025-12-10,SUP051,STR022,PRD01006,143,143,606.69,2025-12-14,2025-12-15,Completed
PO2025006753,2025-08-14,SUP012,STR019,PRD00775,166,166,1976.55,2025-08-25,2025-09-06,Delayed
PO2025006754,2025-11-02,SUP050,STR034,PRD00996,201,201,329.39,2025-11-06,2025-11-04,Completed
PO2025006755,2025-09-20,SUP020,STR029,PRD00507,365,365,215.35,2025-09-23,2025-09-22,Completed
PO2025006756,2025-05-09,SUP057,STR023,PRD00650,181,181,249.31,2025-05-15,2025-05-16,Completed
PO2025006757,2025-03-23,SUP046,STR003,PRD01102,345,345,353.36,2025-04-07,2025-04-05,Completed
PO2025006758,2025-05-28,SUP039,STR023,PRD00847,122,122,1617.12,2025-06-12,2025-06-12,Completed
PO2025006759,2025-01-08,SUP008,STR039,PRD00383,355,355,135.74,2025-01-22,2025-01-22,Completed
PO2025006760,2025-10-01,SUP016,STR013,PRD00622,325,325,399.79,2025-10-16,2025-10-16,Completed
PO2025006761,2025-12-12,SUP005,STR001,PRD00562,316,316,471.47,2025-12-20,2025-12-20,Completed
PO2025006762,2025-07-06,SUP014,STR016,PRD00593,270,270,385.84,2025-07-16,2025-07-14,Completed
PO2025006763,2025-11-10,SUP013,STR040,PRD00369,257,0,482.49,2025-11-20,,Cancelled
PO2025006764,2025-05-10,SUP045,STR012,PRD00078,66,66,6491.36,2025-05-18,2025-05-18,Completed
PO2025006765,2025-05-30,SUP007,STR027,PRD00846,140,140,1102.23,2025-06-20,2025-06-20,Completed
PO2025006766,2025-01-18,SUP030,STR013,PRD00302,154,154,225.09,2025-01-27,2025-01-25,Completed
PO2025006767,2025-09-07,SUP041,STR018,PRD01010,183,183,399.52,2025-09-22,2025-09-21,Completed
PO2025006768,2025-04-17,SUP030,STR007,PRD00131,54,54,9032.43,2025-04-26,2025-04-25,Completed
PO2025006769,2025-03-08,SUP047,STR011,PRD01050,195,195,329.14,2025-03-15,2025-03-13,Completed
PO2025006770,2025-01-17,SUP010,STR032,PRD00891,158,158,373.69,2025-01-24,2025-02-03,Delayed
PO2025006771,2025-03-10,SUP036,STR025,PRD01095,109,109,2620.97,2025-03-21,2025-03-26,Delayed
PO2025006772,2025-01-28,SUP021,STR033,PRD00545,361,361,252.45,2025-02-10,2025-02-10,Completed
PO2025006773,2025-03-02,SUP027,STR011,PRD00612,213,213,212.43,2025-03-21,2025-03-22,Completed
PO2025006774,2025-09-19,SUP056,STR012,PRD00084,53,53,8293.77,2025-10-10,2025-10-08,Completed
PO2025006775,2025-03-21,SUP031,STR015,PRD01200,171,171,865.8,2025-03-28,2025-03-27,Completed
PO2025006776,2025-12-21,SUP001,STR007,PRD00569,347,0,143.3,2025-12-27,,In-Transit
PO2025006777,2025-06-25,SUP035,STR004,PRD00988,133,133,532.5,2025-07-15,2025-07-14,Completed
PO2025006778,2025-05-26,SUP028,STR038,PRD01041,130,130,532.81,2025-06-05,2025-06-05,Completed
PO2025006779,2025-12-20,SUP019,STR015,PRD00977,171,0,282.28,2025-12-26,,In-Transit
PO2025006780,2025-04-04,SUP050,STR020,PRD00603,221,221,130.96,2025-04-08,2025-04-07,Completed
PO2025006781,2025-04-27,SUP006,STR010,PRD00390,171,171,785.33,2025-05-02,2025-05-01,Completed
PO2025006782,2025-12-01,SUP037,STR021,PRD00529,205,205,490.31,2025-12-11,2025-12-12,Completed
PO2025006783,2025-12-12,SUP054,STR007,PRD00822,148,148,2399.9,2025-12-18,2025-12-16,Completed
PO2025006784,2025-06-28,SUP033,STR027,PRD00312,326,326,388.19,2025-07-04,2025-07-04,Completed
PO2025006785,2025-07-26,SUP044,STR034,PRD00328,164,164,619.01,2025-08-11,2025-08-10,Completed
PO2025006786,2025-07-03,SUP019,STR014,PRD00547,277,277,76.27,2025-07-09,2025-07-08,Completed
PO2025006787,2025-06-26,SUP040,STR032,PRD01148,207,207,241.48,2025-07-09,2025-07-09,Completed
PO2025006788,2025-07-14,SUP059,STR025,PRD00327,110,110,834.22,2025-07-20,2025-07-21,Completed
PO2025006789,2025-12-07,SUP013,STR014,PRD00749,76,76,2444.77,2025-12-17,2025-12-31,Delayed
PO2025006790,2025-10-14,SUP036,STR036,PRD00032,52,52,14800.0,2025-10-25,2025-10-23,Completed
PO2025006791,2025-07-31,SUP050,STR009,PRD00268,81,81,520.26,2025-08-04,2025-08-04,Completed
PO2025006792,2025-04-03,SUP015,STR008,PRD00830,101,101,1089.78,2025-04-08,2025-04-09,Completed
PO2025006793,2025-01-27,SUP015,STR013,PRD00925,177,177,1525.09,2025-02-01,2025-01-31,Completed
PO2025006794,2025-12-17,SUP052,STR004,PRD00575,199,0,67.08,2025-12-24,,In-Transit
PO2025006795,2025-01-13,SUP006,STR022,PRD00901,105,105,2071.57,2025-01-18,2025-01-18,Completed
PO2025006796,2025-09-12,SUP046,STR003,PRD00169,33,33,5628.67,2025-09-27,2025-09-27,Completed
PO2025006797,2025-09-14,SUP036,STR038,PRD00854,90,90,1467.93,2025-09-25,2025-09-29,Delayed
PO2025006798,2025-12-14,SUP015,STR004,PRD00607,154,0,181.35,2025-12-19,,In-Transit
PO2025006799,2025-08-12,SUP044,STR008,PRD01008,210,210,142.0,2025-08-28,2025-08-26,Completed
PO2025006800,2025-05-06,SUP042,STR023,PRD00570,364,364,268.57,2025-05-24,2025-05-22,Completed
PO2025006801,2025-08-24,SUP042,STR025,PRD00561,160,0,75.49,2025-09-11,,Cancelled
PO2025006802,2025-05-11,SUP033,STR040,PRD00331,187,187,89.83,2025-05-17,2025-05-18,Completed
PO2025006803,2025-12-03,SUP020,STR017,PRD00963,186,186,63.76,2025-12-06,2025-12-07,Completed
PO2025006804,2025-04-24,SUP027,STR004,PRD01105,130,130,1508.52,2025-05-13,2025-05-13,Completed
PO2025006805,2025-04-12,SUP027,STR031,PRD00015,151,151,2931.59,2025-05-01,2025-04-29,Completed
PO2025006806,2025-02-10,SUP016,STR033,PRD00330,299,299,168.86,2025-02-25,2025-02-25,Completed
PO2025006807,2025-09-20,SUP005,STR037,PRD00865,176,176,1423.93,2025-09-28,2025-09-26,Completed
PO2025006808,2025-06-10,SUP049,STR032,PRD00760,63,63,3172.81,2025-06-26,2025-07-08,Delayed
PO2025006809,2025-07-20,SUP014,STR006,PRD01077,59,0,3493.39,2025-07-30,,Cancelled
PO2025006810,2025-04-19,SUP022,STR020,PRD00419,176,176,763.92,2025-05-01,2025-05-01,Completed
PO2025006811,2025-07-13,SUP054,STR031,PRD00656,172,172,141.1,2025-07-19,2025-07-19,Completed
PO2025006812,2025-11-01,SUP012,STR003,PRD00695,89,89,1276.46,2025-11-12,2025-11-13,Completed
PO2025006813,2025-01-18,SUP041,STR017,PRD00027,72,72,15886.64,2025-02-02,2025-02-02,Completed
PO2025006814,2025-08-24,SUP057,STR025,PRD00636,216,216,452.44,2025-08-30,2025-08-29,Completed
PO2025006815,2025-08-18,SUP055,STR041,PRD00332,350,350,272.93,2025-08-21,2025-08-20,Completed
PO2025006816,2025-07-03,SUP040,STR015,PRD01065,332,332,478.36,2025-07-16,2025-07-23,Delayed
PO2025006817,2025-12-26,SUP006,STR003,PRD00898,164,0,1834.2,2025-12-31,,In-Transit
PO2025006818,2025-07-10,SUP010,STR010,PRD00108,36,36,15802.22,2025-07-17,2025-07-17,Completed
PO2025006819,2025-07-03,SUP031,STR034,PRD00255,150,150,2283.27,2025-07-10,2025-07-10,Completed
PO2025006820,2025-07-08,SUP034,STR012,PRD00319,340,340,463.81,2025-07-21,2025-07-25,Delayed
PO2025006821,2025-08-02,SUP007,STR037,PRD01081,44,44,3523.33,2025-08-23,2025-09-06,Delayed
PO2025006822,2025-01-17,SUP044,STR038,PRD00305,128,128,615.3,2025-02-02,2025-02-11,Delayed
PO2025006823,2025-02-27,SUP045,STR001,PRD00540,259,0,388.62,2025-03-07,,Cancelled
PO2025006824,2025-01-03,SUP002,STR029,PRD00238,46,46,3134.78,2025-01-12,2025-01-10,Completed
PO2025006825,2025-12-24,SUP023,STR029,PRD00088,47,0,17527.4,2025-12-31,,In-Transit
PO2025006826,2025-07-02,SUP023,STR028,PRD00191,68,68,5198.25,2025-07-09,2025-07-07,Completed
PO2025006827,2025-05-09,SUP055,STR003,PRD00947,367,367,208.02,2025-05-12,2025-05-11,Completed
PO2025006828,2025-11-30,SUP045,STR022,PRD01183,34,34,3332.0,2025-12-08,2025-12-07,Completed
PO2025006829,2025-06-04,SUP030,STR036,PRD00113,65,65,11876.29,2025-06-13,2025-06-27,Delayed
PO2025006830,2025-06-03,SUP054,STR038,PRD01168,92,92,2474.04,2025-06-09,2025-06-08,Completed
PO2025006831,2025-09-04,SUP018,STR017,PRD00338,175,175,688.23,2025-09-20,2025-09-19,Completed
PO2025006832,2025-06-19,SUP003,STR028,PRD00724,180,180,1594.41,2025-07-08,2025-07-06,Completed
PO2025006833,2025-12-15,SUP032,STR020,PRD00901,105,0,2071.57,2025-12-25,,In-Transit
PO2025006834,2025-02-20,SUP037,STR032,PRD00113,65,65,11876.29,2025-03-02,2025-03-12,Delayed
PO2025006835,2025-04-10,SUP012,STR012,PRD00170,159,159,918.49,2025-04-21,2025-04-22,Completed
PO2025006836,2025-06-11,SUP049,STR039,PRD00420,86,86,742.57,2025-06-27,2025-06-25,Completed
PO2025006837,2025-02-12,SUP058,STR034,PRD00146,48,48,4155.91,2025-02-26,2025-02-25,Completed
PO2025006838,2025-07-29,SUP012,STR012,PRD00619,345,345,139.33,2025-08-09,2025-08-08,Completed
PO2025006839,2025-07-24,SUP013,STR023,PRD00245,36,36,4429.31,2025-08-03,2025-08-11,Delayed
PO2025006840,2025-12-06,SUP052,STR028,PRD00307,254,254,482.82,2025-12-13,2025-12-13,Completed
PO2025006841,2025-05-01,SUP025,STR016,PRD00015,151,151,2931.59,2025-05-17,2025-05-18,Completed
PO2025006842,2025-01-16,SUP020,STR015,PRD00534,226,226,80.59,2025-01-19,2025-01-28,Delayed
PO2025006843,2025-03-03,SUP004,STR001,PRD01026,296,290,341.95,2025-03-14,2025-03-24,Delayed
PO2025006844,2025-09-03,SUP015,STR034,PRD00611,239,239,37.81,2025-09-08,2025-09-08,Completed
PO2025006845,2025-10-04,SUP028,STR010,PRD01048,246,246,415.19,2025-10-14,2025-10-12,Completed
PO2025006846,2025-11-18,SUP023,STR023,PRD00443,251,251,167.06,2025-11-25,2025-11-23,Completed
PO2025006847,2025-08-27,SUP008,STR004,PRD01106,164,164,1669.16,2025-09-10,2025-09-08,Completed
PO2025006848,2025-12-11,SUP059,STR034,PRD00738,77,77,687.04,2025-12-17,2025-12-15,Completed
PO2025006849,2025-05-05,SUP027,STR030,PRD00402,159,159,818.06,2025-05-24,2025-05-23,Completed
PO2025006850,2025-06-13,SUP005,STR038,PRD00928,156,156,1812.53,2025-06-21,2025-06-30,Delayed
PO2025006851,2025-04-12,SUP006,STR008,PRD00364,333,333,195.69,2025-04-17,2025-04-23,Delayed
PO2025006852,2025-03-13,SUP016,STR001,PRD00788,79,79,2105.2,2025-03-28,2025-03-26,Completed
PO2025006853,2025-01-09,SUP041,STR026,PRD00041,25,25,14953.27,2025-01-24,2025-01-22,Completed
PO2025006854,2025-03-05,SUP011,STR001,PRD00841,162,0,1338.26,2025-03-21,,Cancelled
PO2025006855,2025-03-28,SUP013,STR036,PRD01044,111,111,544.48,2025-04-07,2025-04-07,Completed
PO2025006856,2025-10-31,SUP035,STR004,PRD00005,69,69,18438.86,2025-11-20,2025-11-20,Completed
PO2025006857,2025-04-27,SUP016,STR017,PRD00110,51,51,18492.65,2025-05-12,2025-05-10,Completed
PO2025006858,2025-04-02,SUP003,STR020,PRD00389,122,122,739.96,2025-04-21,2025-04-22,Completed
PO2025006859,2025-06-04,SUP028,STR011,PRD00164,54,54,4728.61,2025-06-14,2025-06-15,Completed
PO2025006860,2025-05-01,SUP023,STR038,PRD00771,180,180,1436.13,2025-05-08,2025-05-09,Completed
PO2025006861,2025-01-14,SUP006,STR037,PRD00248,54,54,6877.51,2025-01-19,2025-01-20,Completed
